epoch_idx,train_loss,valid_loss
1,0.024418778073244683,0.02426025638802654
2,0.024180371318521843,0.024128353869897586
3,0.024062814569078356,0.024003747991005218
4,0.023959616586304633,0.023906128991609387
5,0.02385529877570164,0.023814526423158566
6,0.023770825460688677,0.023737735849705056
7,0.023713838185034582,0.023704124053806484
8,0.02367457855443224,0.023666244712224175
9,0.023643763803644937,0.023654697377013284
10,0.02361914504424691,0.023627137165781582
11,0.023594932947652646,0.02360258708590325
12,0.023570391745435102,0.023579183467441506
13,0.023547036345224173,0.023566776614959227
14,0.023523595612998247,0.023540015695674075
15,0.023501027840667245,0.023511728771531803
16,0.023472731315947345,0.02348886204253702
17,0.02344206266937588,0.023449422100140855
18,0.023409262285623778,0.02342522827368175
19,0.023375705415071432,0.023394269413203148
20,0.023344186464637352,0.02336633455742679
21,0.023308984396272023,0.023333046878722823
22,0.023274185662268236,0.023297386386102962
23,0.023241616894417515,0.02324897950601659
24,0.023198722896491913,0.02322005412349863
25,0.02316457737199708,0.023193459069769506
26,0.02313058925220896,0.02315436161754483
27,0.023098124669681475,0.023125250403052144
28,0.02306626563738716,0.023107069774678135
29,0.023035954378518665,0.023071005409895
30,0.023008270165572966,0.023048335137030217
31,0.02298308509248017,0.023015155179590015
32,0.022952590623496028,0.02299476148861304
33,0.02293126129906125,0.022974456588762772
34,0.02290683627230233,0.02296065135316614
35,0.022886463388021444,0.02294624541965097
36,0.022864846697790393,0.022923902967492842
37,0.02284652227671958,0.022911798697752627
38,0.022830195184742604,0.02288992312585874
39,0.02281227570236426,0.02287331465589377
40,0.02279715327477641,0.02286452018196376
41,0.022783082251997495,0.022849834843811836
42,0.022768220475555125,0.022839934218792258
43,0.02275607364022933,0.022831687113296178
44,0.022741826040021163,0.022816407539315835
45,0.022729173264538518,0.02280779453566145
46,0.022717771464284265,0.022799847708042855
47,0.02270740635460772,0.02278856487933228
48,0.022696550928852356,0.02277892526419432
49,0.022685134010259383,0.022771961728704368
50,0.022674791551170585,0.02276429473886768
51,0.02266508547789422,0.022759691469393096
52,0.022654570312459734,0.02274673027580785
53,0.022641188205232206,0.02273111866340017
54,0.022633104458373837,0.022721228164055977
55,0.022624505455108114,0.02271865654740387
56,0.02261548231078476,0.022712046076029724
57,0.022608774949195477,0.022708261426696727
58,0.022600591612224184,0.022704882200017266
59,0.022593537682486495,0.022692240486069715
60,0.022586508159510268,0.022694359434579207
61,0.022579595017676115,0.02268724344167453
62,0.022574362396763182,0.022683642779819647
63,0.02256756652776937,0.022675724285701606
64,0.022562511698423014,0.022690513794657936
65,0.022555954321207418,0.022680544469550316
66,0.0225510798109143,0.022664226235875683
67,0.02254462683861927,0.02265453997596532
68,0.022542014351455218,0.022657668466651622
69,0.022536831596075578,0.022652271812580244
70,0.022532753616126184,0.022650054963586894
71,0.022527507925844688,0.022654108834410883
72,0.02252454968782147,0.022656982162070183
73,0.022519718231309657,0.02264736194288181
74,0.02251659181560642,0.022631634327426636
75,0.022512210330364185,0.022631297010798933
76,0.02250865593579207,0.022630423371543664
77,0.022505443401032162,0.02262944458327769
78,0.022501665500536217,0.022633125577224814
79,0.022498450558070007,0.02262814087323184
80,0.022496283079759764,0.02263180357526556
81,0.022492872538379588,0.022620183639845394
82,0.022489206913825985,0.0226137743946425
83,0.022484836775050917,0.022616759855475625
84,0.022482767642468707,0.022619909918121447
85,0.022479335217579072,0.02261178587182519
86,0.02247605063493045,0.022606772945037754
87,0.022472387867561987,0.022608047794065486
88,0.022470168866756752,0.0225996489879488
89,0.02246763901412971,0.02260046475332505
90,0.022465492677053642,0.022602772773928595
91,0.02246233894053838,0.022598282666045105
92,0.022460595973515983,0.02260176975494199
93,0.02245787668158943,0.02259588486824418
94,0.02245665778753509,0.02259891379725027
95,0.022453503416425883,0.022592315057092343
